	x	y
2693	what is the address of standford childrens health?	poi
2694	please give me an address and directions via the quickest route to a parking garage near me. 	distance&poi_type&traffic_info
2695	yes, please set directions via a quick route. 	distance&poi
2696	give me directions to a coffee shop	poi_type
2697	pick the best location with the quickest route and send me the address on screen, please	distance
2698	what grocery stores are around?	poi_type
2699	which has less traffic?	traffic_info
2700	what chinese food options are there?	poi_type
2701	which has less traffic?	traffic_info
2702	remind me about my son's football practice at 2 tomorrow	date&event&time
2703	set a reminder about my swim meet next wednesday at 3 pm	date&event&time
2704	is it raining in grand rapids currently?	date&location&weather_attribute
2705	i need to find a gas station that fast to get to.	poi_type
2706	what's the weather forecast going to be for each day this upcoming week is it going to snow	date&weather_attribute
2707	new york city, more specifically manhattan.	location
2708	what is the date and time of my next football activity? 	event
2709	check to see if i have any meetings or conferences in the near future	agenda&date
2710	car what is the temperature going to be today and tomorrow	date&weather_attribute
2711	alhambra, please	location
2712	car i'd like to eat in a pizza restaurant: which one is the nearest?	poi_type
2713	what is the date of my next dentist appointment and who will be attending it with me?	event
2714	car what is the temperature going to be today and tomorrow	date&weather_attribute
2715	boston	date&location&weather_attribute
2716	car, schedule a reminder for a doctor's appointment at 4pm, the 7th with tom. 	date&event&party&time
2717	remind me to take my medicine with ana at 2pm, august 3.	date&event&party&time
2718	show me directions to the nearest mall	distance&poi_type
2719	is it supposed to rain in brentwood today or tomorrow?	date&location&weather_attribute
2720	what's the temperature outside like today	date&weather_attribute
2721	manhattan please	date&location&weather_attribute
2722	what is the weather forecast for the next 7 days	date
2723	carson, please	location
2724	what is the weather like this week	date
2725	will it be hot in grand rapids this week?	date&location&weather_attribute
2726	get me directions to a local cafe	poi_type
2727	please give me the address and directions to the coffee shop closest to me. 	distance&poi_type
2728	please pick the route with the shortest distance and let's go there!	address&distance&poi&poi_type
2729	car i need to get to a gas station: is there any around me?	poi_type
2730	could you please pick a route to avoid all heavy traffic?	traffic_info
2731	please give me an address and directions by the route that avoids heavy traffic. thank you. 	distance&poi&poi_type&traffic_info
2732	get me directions to the grocery store	poi_type
2733	give me the route with no traffic please. 	traffic_info
2734	what's the weather supposed to be like in new york city on monday	date&location
2735	is it going to snow any this week	date&weather_attribute
2736	i would like to know about chicago please. 	date&location&weather_attribute
2737	what is the weather next week in new york	date&location
2738	find directions to home	poi
2739	my home is within 3 miles, does this help?	distance&poi
2740	thank you	address&distance&poi&poi_type
2741	which day is my appointment on	event
2742	set a reminder for swimming on the 1st at 5pm with martha	agenda&date&party&time
2743	is it going to rain in the next few days tell me when	date&weather_attribute
2744	san francisco.	location
2745	please tell me what dates my football events are.	event
2746	find the nearest hotel	distance&poi_type
2747	thank you car!	distance&poi&poi_type
2748	give me directions to my friends house	poi_type
2749	i don't have the address with me. i guess you can't help me. 	poi&poi_type
2750	what is the address? yes, please direct me to home by the quickest route. 	distance&poi&poi_type&traffic_info
2751	put a reminder in my calendar for tomorrow at 5 pm meeting	date&event&time
2752	i'm looking for a place where i can have some coffee.	poi_type
2753	any within 5 miles? 	distance
2754	can you find me a shopping center?	poi_type
2755	the one i could get to the fastest.	distance
2756	please pick a route to avoid all heavy traffic and let's go there, thank you!	traffic_info
2757	give me directions to the grocery store	poi_type
2758	please send me its address and pick a route with no traffic for me!	traffic_info
2759	give me directions to the nearest place where i can have a cup of tea	distance&poi_type
2760	please pick a route to avoid all heavy traffic and let's go there!	traffic_info
2761	sounds good, rhank you car assistant	poi&poi_type&traffic_info
2762	manhattan.	location
2763	who is attending the swimming event and when is it?	event
2764	will it be cloudy this week	date&weather_attribute
2765	durham	date&location&weather_attribute
2766	which days will be cloudy this week	weather_attribute
2767	will it be cloudy in san mateo this week?	date&location&weather_attribute
2768	what's the seven day forecast for new york city	date&location
2769	on what day is it supposed to hit 90f?	weather_attribute
2770	find me a route with no traffic to the hospital. 	poi_type&traffic_info
2771	give me the address and the fastest route there	distance
2772	find the quickest way to my friends house around here	distance&poi&poi_type&traffic_info
2773	ok, please give me directions via the quickest route. 	distance&poi&poi_type&traffic_info
2774	schedule a meeting with the vice president to discuss the company picnic on sunday at 2pm.	agenda&date&event&party&time
2775	how many hotels are around here	poi_type
2776	give me the info for the one that has the quickest route.	distance
2777	schedule a doctor appointment with alex for the 29th at 11am.	date&event&party&time
2778	directions to nearest barista	distance&poi
2779	find some places downtown where i can park	poi_type
2780	please pick the fastest route and send me the address on screen	distance
2781	where is the nearest grocery store	distance&poi
2782	what is the forecast for today and tomorrow	date
2783	oakland, specifically i need to know if it will be overcast.	date&location&weather_attribute
2784	dinner, what time and date?	event
2785	set up a group meeting at the conference room for next week	date&event&room
2786	what time is my yoga class	event
2787	please tell me the weather for today and what the weather will be tomorrow	date
2788	i want to know if there will be clear skies in downtown chicago.	date&location&weather_attribute
2789	set a reminder for a doctors appointment on the 4th at 3pm with jon	date&event&party&time
2790	will it be raining in the next 7 days	date&weather_attribute
